"theta","learner","rep","var_ratio","p_het","theta_hat","theta_bias"
1.5,"ranger",39,1.11263702544206,0.103129715632657,1.52379138704047,0.0237913870404673
1.5,"ranger",40,0.946070339822324,0.390274191595328,1.39419869866525,-0.105801301334753
1.5,"ranger",41,1.11707753851475,0.0934630937001719,1.40269574934347,-0.0973042506565305
1.5,"ranger",42,0.913118368329333,0.165741127669731,1.22559917051341,-0.274400829486585
1.5,"ranger",43,0.996873616193603,0.957683545342065,1.50224636774811,0.0022463677481106
1.5,"ranger",44,1.19787447126225,0.0053616194126529,1.4096977939009,-0.0903022060991028
1.5,"ranger",45,0.964250368612068,0.572840199567122,1.38105833897627,-0.118941661023735
1.5,"ranger",46,0.982889778864571,0.786179929590432,1.21210860440798,-0.287891395592015
1.5,"ranger",47,0.978534333574276,0.735365810762682,1.60580833009548,0.105808330095477
1.5,"ranger",48,1.09020843030858,0.191573422448607,1.40892009122001,-0.091079908779987
1.5,"ranger",49,0.907184384581837,0.133554716139772,1.47628354344167,-0.0237164565583252
1.5,"ranger",50,0.905329158061894,0.126036995799956,1.21772268308684,-0.282277316913161
1.5,"ranger",51,0.892302193817797,0.0803487951443707,1.24729090367389,-0.25270909632611
1.5,"ranger",52,0.932635958871782,0.283525394087581,1.68319153785979,0.183191537859791
1.5,"ranger",53,1.08730397517803,0.200048132161043,1.45919030826847,-0.0408096917315268
1.5,"ranger",54,0.90080846906583,0.107227216308523,1.2814217186007,-0.218578281399296
1.5,"ranger",55,0.980482368533788,0.756416468253814,1.46263084428795,-0.0373691557120526
1.5,"ranger",56,0.943063909236723,0.365726095204068,1.28537323138804,-0.214626768611959
1.5,"ranger",57,1.0009426532778,0.992214524092735,1.3488673255052,-0.151132674494801
1.5,"ranger",58,1.22180963479563,0.00213028610349664,1.32674022237307,-0.173259777626932
1.5,"ranger",59,1.1255683226017,0.0701689593306476,1.27623756363442,-0.223762436365576
1.5,"ranger",60,0.958603927259252,0.516712956906568,1.25830493816315,-0.241695061836852
1.5,"ranger",61,0.903606579249654,0.121654531346739,1.39471169695409,-0.105288303045914
1.5,"ranger",62,1.00410394848174,0.954334202782654,0.928783656293064,-0.571216343706936
1.5,"ranger",63,1.03046565589508,0.647789758363334,1.21591837289615,-0.284081627103852
1.5,"ranger",64,1.08386703119656,0.219746217133586,1.31989629179472,-0.180103708205277
1.5,"ranger",65,0.945312266889051,0.385554785272712,1.11474186619437,-0.385258133805626
1.5,"ranger",66,0.998637485218029,0.979279041939662,1.45967376324208,-0.0403262367579162
1.5,"ranger",67,1.08807447517179,0.19522921945978,1.20953120041587,-0.290468799584128
1.5,"ranger",68,0.857287511924888,0.0176291320747971,1.43194343281114,-0.0680565671888578
1.5,"ranger",69,0.873126950461091,0.0378763920219611,1.67185571475847,0.171855714758467
1.5,"ranger",70,0.853872040135884,0.0154155595323227,1.15686169925038,-0.343138300749621
1.5,"ranger",71,1.04426714358207,0.50874635939781,1.33248007786621,-0.167519922133789
1.5,"ranger",72,1.05954147900538,0.375718656974807,1.4159228494417,-0.0840771505583038
1.5,"ranger",73,0.879159282554589,0.0449103221297144,1.18313833753456,-0.316861662465438
1.5,"ranger",74,0.97937538624775,0.745276666573595,1.48399506000384,-0.0160049399961588
1.5,"ranger",75,0.926444909609121,0.239459205122638,1.35932313955537,-0.140676860444627
1.5,"ranger",76,1.05215245289093,0.43934558231581,1.40240833365679,-0.0975916663432064
1.5,"ranger",77,0.988799152291957,0.858799477472895,1.43838811948391,-0.0616118805160928
1.5,"ranger",78,0.938455150511995,0.329024695291812,1.52951210587263,0.02951210587263
1.5,"ranger",79,1.19484111499773,0.00655826311326413,1.14819203716563,-0.351807962834375
1.5,"ranger",80,1.12140014381396,0.0838608890679844,1.16683508523758,-0.33316491476242
1.5,"ranger",81,0.915082476376364,0.172008857073679,1.41473184406701,-0.0852681559329924
