"estimator","truth","estimate","se","covered","bootstrap_success","cell","primary","clip","cell_n","cell_p","outer_folds","inner_folds","bootstrap_reps","replication","bootstrap_fit_timeout"
"targeted_sudo",0.75,0.77102787473281,0.0467937760746753,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,3,600
"direct",0.75,0.68829012256614,0.0429641215129166,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,4,600
"raw_label",0.75,0.129080184234522,0.00745649211142542,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,4,600
"index_projection",0.75,0.685697328333483,0.0426935041618799,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,4,600
"sudo",0.75,0.69551506049033,0.0444911179290939,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,4,600
"scaled",0.75,0.706071063647617,0.0487715451601251,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,4,600
"orthogonal",0.75,0.677417688894062,0.0738238005903158,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,4,600
"targeted_projection",0.75,0.765377396018767,0.0505384441006686,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,4,600
"targeted_sudo",0.75,0.744157687052398,0.0494918789048823,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,4,600
"direct",0.75,0.651975451399524,0.0379096378403358,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,5,600
"raw_label",0.75,0.123239280989701,0.00658714307260612,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,5,600
"index_projection",0.75,0.650829375697508,0.0378924272267639,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,5,600
"sudo",0.75,0.661791909127569,0.038096572685929,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,5,600
"scaled",0.75,0.673014854387976,0.0403249479653111,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,5,600
"orthogonal",0.75,0.691213674844589,0.0471757241744564,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,5,600
"targeted_projection",0.75,0.731253156580595,0.0433126009805062,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,5,600
"targeted_sudo",0.75,0.709663070225186,0.0420409918566485,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,5,600
"direct",0.75,0.70466486862833,0.0443291624471766,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,6,600
"raw_label",0.75,0.127301278828682,0.00791287097707985,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,6,600
"index_projection",0.75,0.703788101342126,0.0444521655782846,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,6,600
"sudo",0.75,0.714590709948726,0.045647275095339,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,6,600
"scaled",0.75,0.726604968073743,0.0489928479508698,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,6,600
"orthogonal",0.75,0.73762208998572,0.0644852152621867,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,6,600
"targeted_projection",0.75,0.784890724914066,0.0520902791484255,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,6,600
"targeted_sudo",0.75,0.762555789852074,0.0516008216110308,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,6,600
"direct",0.75,0.661187531309791,0.0407190137943373,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,7,600
"raw_label",0.75,0.127659009546821,0.00733770997272622,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,7,600
"index_projection",0.75,0.660648538684591,0.0407816150289875,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,7,600
"sudo",0.75,0.676468688333371,0.0420180507347597,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,7,600
"scaled",0.75,0.692467121831536,0.0453755880574203,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,7,600
"orthogonal",0.75,0.720148440446132,0.053638790767924,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,7,600
"targeted_projection",0.75,0.735103316754886,0.0493319115227657,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,7,600
"targeted_sudo",0.75,0.718139841498606,0.0479065489428968,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,7,600
"direct",0.75,0.605855184130526,0.0450573672967321,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,8,600
"raw_label",0.75,0.112374391773495,0.00831514541661911,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,8,600
"index_projection",0.75,0.604094832390554,0.0452048093574981,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,8,600
"sudo",0.75,0.609286207691931,0.0459589019252665,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,8,600
"scaled",0.75,0.614610734867129,0.0482500198661583,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,8,600
"orthogonal",0.75,0.633562608938754,0.0543325126703124,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,8,600
"targeted_projection",0.75,0.668438619780325,0.0507048396087846,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,8,600
"targeted_sudo",0.75,0.64999492012175,0.0494352554469344,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,8,600
"direct",0.75,0.674327416142986,0.0398701676433796,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,9,600
"raw_label",0.75,0.12981501060031,0.00714079416721701,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,9,600
"index_projection",0.75,0.674979400293496,0.0397243767323801,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,9,600
"sudo",0.75,0.681165435728898,0.040617346589773,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,9,600
"scaled",0.75,0.687472477300734,0.0430960517148151,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,9,600
"orthogonal",0.75,0.695585060871947,0.0491267196744157,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,9,600
"targeted_projection",0.75,0.7381523963242,0.0454630113706905,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,9,600
"targeted_sudo",0.75,0.720403846791313,0.0443093564550072,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,9,600
"direct",0.75,0.647559750073321,0.0458858814254732,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,10,600
"raw_label",0.75,0.121719497641893,0.00770653796190851,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,10,600
"index_projection",0.75,0.646773813653088,0.0458446778117533,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,10,600
"sudo",0.75,0.662508577674044,0.0466697982158565,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,10,600
"scaled",0.75,0.678952042742223,0.0497277058085315,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,10,600
"orthogonal",0.75,0.710441151747252,0.0584420572141376,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,10,600
"targeted_projection",0.75,0.730554202879946,0.0541185146271253,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,10,600
"targeted_sudo",0.75,0.710815254508148,0.0527880035856491,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,10,600
"direct",0.75,0.684258415122285,0.0373244587653609,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,11,600
"raw_label",0.75,0.130952919917813,0.00689050006493682,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,11,600
"index_projection",0.75,0.684631351861795,0.0372205013182305,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,11,600
"sudo",0.75,0.699247706554255,0.0379243386651856,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,11,600
"scaled",0.75,0.714571098123595,0.0406917017614865,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,11,600
"orthogonal",0.75,0.770700518104513,0.0436311491214615,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,11,600
"targeted_projection",0.75,0.760812118256929,0.0435744890931044,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,11,600
"targeted_sudo",0.75,0.745470230282809,0.0423863917806566,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,11,600
"direct",0.75,0.784289175657726,0.0420257261435308,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,12,600
"raw_label",0.75,0.14160088141819,0.00745953551080852,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,12,600
"index_projection",0.75,0.785908272108873,0.0422414057146757,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,12,600
"sudo",0.75,0.800959942534701,0.0437509280396106,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,12,600
"scaled",0.75,0.818707739241014,0.0478811251276779,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,12,600
"orthogonal",0.75,0.902963551595325,0.0523878166103309,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,12,600
"targeted_projection",0.75,0.881741755637769,0.0511343081357123,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,12,600
"targeted_sudo",0.75,0.861455775452926,0.0497345603000614,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,12,600
"direct",0.75,0.693402435064447,0.0473985109012073,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,13,600
"raw_label",0.75,0.130103653854938,0.0088959338205105,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,13,600
"index_projection",0.75,0.693694004511269,0.0475368098188117,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,13,600
"sudo",0.75,0.70162720108246,0.0498813951967621,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,13,600
"scaled",0.75,0.710036206983197,0.0543385507061526,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,13,600
"orthogonal",0.75,0.73158166156006,0.0564790645983123,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,13,600
"targeted_projection",0.75,0.771025019201855,0.0589466503092539,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,13,600
"targeted_sudo",0.75,0.74866704435377,0.0572507721532998,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,13,600
"direct",0.75,0.68055420412807,0.0401660901541434,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,14,600
"raw_label",0.75,0.125210546714258,0.00681970496691217,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,14,600
"index_projection",0.75,0.681050482601344,0.0403983699379869,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,14,600
"sudo",0.75,0.686462638234517,0.0421730812729415,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,14,600
"scaled",0.75,0.69230433252851,0.0461455924450474,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,14,600
"orthogonal",0.75,0.712710685837139,0.0517895451711149,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,14,600
"targeted_projection",0.75,0.747809592103533,0.047763632617113,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,14,600
"targeted_sudo",0.75,0.72715414760324,0.0468882034262372,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,14,600
"direct",0.75,0.661924870643548,0.0424826014283418,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,15,600
"raw_label",0.75,0.121908633391026,0.007251410278681,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,15,600
"index_projection",0.75,0.661982606838957,0.0422553470600619,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,15,600
"sudo",0.75,0.670521766570055,0.0418113198874495,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,15,600
"scaled",0.75,0.679441388081767,0.043505508528748,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,15,600
"orthogonal",0.75,0.723750132919883,0.0468199309999512,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,15,600
"targeted_projection",0.75,0.72805622499263,0.048695072573792,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,15,600
"targeted_sudo",0.75,0.711335123600975,0.0472133823869761,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,15,600
"direct",0.75,0.637279605150362,0.039765325261558,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,16,600
"raw_label",0.75,0.120664166906503,0.00760187492487877,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,16,600
"index_projection",0.75,0.634809466520532,0.0397562812638867,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,16,600
"sudo",0.75,0.648103643819509,0.0415268408958454,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,16,600
"scaled",0.75,0.661439831736096,0.0449999964988037,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,16,600
"orthogonal",0.75,0.681146860787681,0.0523055361330596,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,16,600
"targeted_projection",0.75,0.702181471427956,0.0465855177378623,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,16,600
"targeted_sudo",0.75,0.685249980768337,0.0452738612565675,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,16,600
"direct",0.75,0.675055903938259,0.0382068654790812,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,17,600
"raw_label",0.75,0.126289595649203,0.00705796964832732,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,17,600
"index_projection",0.75,0.672068818546843,0.0379805464433487,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,17,600
"sudo",0.75,0.689737686145072,0.0392068195421801,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,17,600
"scaled",0.75,0.708048063439915,0.0430114588576111,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,17,600
"orthogonal",0.75,0.772101344008242,0.0477661186858085,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,17,600
"targeted_projection",0.75,0.752612959926402,0.0473053839485306,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,17,600
"targeted_sudo",0.75,0.738202398337864,0.0460873476683276,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,17,600
"direct",0.75,0.671984599253942,0.0377305362465327,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,18,600
"raw_label",0.75,0.128430819693867,0.00645645328137762,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,18,600
"index_projection",0.75,0.67343461130453,0.0378765007982321,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,18,600
"sudo",0.75,0.68998622082587,0.0371947923827947,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,18,600
"scaled",0.75,0.707319639051729,0.0388900262485877,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,18,600
"orthogonal",0.75,0.76193211917591,0.0425221837401753,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,18,600
"targeted_projection",0.75,0.748801026262126,0.0434702978587498,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,18,600
"targeted_sudo",0.75,0.733996427947956,0.0416404679094776,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,18,600
"direct",0.75,0.655384786448805,0.0423185973969669,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,19,600
"raw_label",0.75,0.123318533638765,0.00758676447754377,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,19,600
"index_projection",0.75,0.65461571533452,0.0422356126267888,FALSE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,19,600
"sudo",0.75,0.670448270408089,0.0433311404508208,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,19,600
"scaled",0.75,0.686580474797403,0.0465475685331406,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,19,600
"orthogonal",0.75,0.733226637851259,0.0529548306157398,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,19,600
"targeted_projection",0.75,0.729366796495108,0.0498506434112288,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,19,600
"targeted_sudo",0.75,0.71314226172535,0.0483334048216488,TRUE,0.96969696969697,"confounded",TRUE,0.001,3000,80,5,5,99,19,600
"direct",0.75,0.677767613333107,0.0465013786799365,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,20,600
"raw_label",0.75,0.125961484917128,0.00810670265434789,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,20,600
"index_projection",0.75,0.677269247186324,0.0469307814657033,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,20,600
"sudo",0.75,0.690599266787528,0.0458874078228956,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,20,600
"scaled",0.75,0.704495056228817,0.0465822126467975,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,20,600
"orthogonal",0.75,0.775781981972863,0.0515974650317062,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,20,600
"targeted_projection",0.75,0.75424500281482,0.0522277379695486,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,20,600
"targeted_sudo",0.75,0.737434065460148,0.0505564881328243,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,20,600
"direct",0.75,0.799495491094908,0.0426644393092014,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,21,600
"raw_label",0.75,0.146873523305195,0.00714335998256822,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,21,600
"index_projection",0.75,0.796971174530398,0.0425487212614592,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,21,600
"sudo",0.75,0.813063583198477,0.0427948543440985,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,21,600
"scaled",0.75,0.831834374083628,0.0456694374097681,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,21,600
"orthogonal",0.75,0.879046895970206,0.0492526628730785,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,21,600
"targeted_projection",0.75,0.888720370618594,0.0499847024686718,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,21,600
"targeted_sudo",0.75,0.868049991680043,0.0486694957985453,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,21,600
"direct",0.75,0.577552512554519,0.038235401209891,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,22,600
"raw_label",0.75,0.110137721254296,0.00736120070691568,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,22,600
"index_projection",0.75,0.576050234695391,0.0384657099825451,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,22,600
"sudo",0.75,0.587578119305508,0.0387307901058801,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,22,600
"scaled",0.75,0.598977529735032,0.0405658404415907,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,22,600
"orthogonal",0.75,0.645286575583371,0.0449784850117281,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,22,600
"targeted_projection",0.75,0.639290705615893,0.0440504254999855,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,22,600
"targeted_sudo",0.75,0.624388222377876,0.0428586092734247,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,22,600
"direct",0.75,0.631881030281758,0.0383964360484754,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,23,600
"raw_label",0.75,0.119125504108647,0.00666398679147581,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,23,600
"index_projection",0.75,0.631380931598122,0.0382513855696715,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,23,600
"sudo",0.75,0.642992446847901,0.0385781568157752,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,23,600
"scaled",0.75,0.654720882504701,0.0407606189936018,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,23,600
"orthogonal",0.75,0.695017784152418,0.0460483428934637,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,23,600
"targeted_projection",0.75,0.700718277606642,0.044420742432302,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,23,600
"targeted_sudo",0.75,0.683340028229093,0.042953553127486,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,23,600
"direct",0.75,0.682714633123626,0.0439634341092382,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,24,600
"raw_label",0.75,0.129886309533594,0.00728775765351764,FALSE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,24,600
"index_projection",0.75,0.683468862973241,0.0440774917305147,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,24,600
"sudo",0.75,0.697431435101652,0.0445451496012361,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,24,600
"scaled",0.75,0.712082811650453,0.0472937564228267,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,24,600
"orthogonal",0.75,0.720158170369613,0.0553701080252101,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,24,600
"targeted_projection",0.75,0.762130977201913,0.0512767436101295,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,24,600
"targeted_sudo",0.75,0.740596644055168,0.0497665649304615,TRUE,0.97979797979798,"confounded",TRUE,0.001,3000,80,5,5,99,24,600
"direct",0.75,0.642842419648534,0.0394685257447018,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,25,600
"raw_label",0.75,0.122054984219416,0.00699626001987589,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,25,600
"index_projection",0.75,0.640282871102483,0.0395666988782375,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,25,600
"sudo",0.75,0.655278280744875,0.0399521100090326,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,25,600
"scaled",0.75,0.670414731677107,0.0427416651135837,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,25,600
"orthogonal",0.75,0.72113947288491,0.0480439820145335,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,25,600
"targeted_projection",0.75,0.703941031282181,0.0468664155138422,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,25,600
"targeted_sudo",0.75,0.691352447541531,0.0456321690489762,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,25,600
"direct",0.75,0.712299423543935,0.0382479197684862,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,26,600
"raw_label",0.75,0.131148224569068,0.00651716309565823,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,26,600
"index_projection",0.75,0.712449017501812,0.0382602728121757,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,26,600
"sudo",0.75,0.72187156048272,0.0394347239836258,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,26,600
"scaled",0.75,0.732365064047812,0.0428563149688528,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,26,600
"orthogonal",0.75,0.766701117845922,0.0513165608940528,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,26,600
"targeted_projection",0.75,0.794184998149814,0.0462784108668687,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,26,600
"targeted_sudo",0.75,0.772509498555698,0.045183066300893,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,26,600
"direct",0.75,0.669940782143955,0.0406195157748806,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,27,600
"raw_label",0.75,0.126686072052014,0.00636049741299875,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,27,600
"index_projection",0.75,0.669786928318912,0.0405291858677325,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,27,600
"sudo",0.75,0.684249441927769,0.0385563623591732,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,27,600
"scaled",0.75,0.699493683289078,0.0388530189495742,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,27,600
"orthogonal",0.75,0.73018067237715,0.0453254274706996,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,27,600
"targeted_projection",0.75,0.75640477397439,0.0439963527682175,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,27,600
"targeted_sudo",0.75,0.736700762521947,0.0425292394895498,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,27,600
"direct",0.75,0.71465286608361,0.0413352242434776,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,28,600
"raw_label",0.75,0.127812058035895,0.00692419856588385,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,28,600
"index_projection",0.75,0.714814973977205,0.0417620115637174,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,28,600
"sudo",0.75,0.722407452289461,0.0421208015482551,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,28,600
"scaled",0.75,0.731110405184579,0.0449235383157012,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,28,600
"orthogonal",0.75,0.784689583194016,0.0513552714396897,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,28,600
"targeted_projection",0.75,0.795144225273564,0.0481722677969758,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,28,600
"targeted_sudo",0.75,0.775122551654943,0.0466438539538822,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,28,600
"direct",0.75,0.728047986321138,0.0450036907393299,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,29,600
"raw_label",0.75,0.135799089504724,0.00746833422504002,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,29,600
"index_projection",0.75,0.729958781459727,0.0452295082256133,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,29,600
"sudo",0.75,0.743720995047519,0.0458799847128285,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,29,600
"scaled",0.75,0.758960220141888,0.0490745376468418,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,29,600
"orthogonal",0.75,0.81934848290775,0.0576959733217681,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,29,600
"targeted_projection",0.75,0.809980949978952,0.0538683865237501,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,29,600
"targeted_sudo",0.75,0.792890737481673,0.0524820838450997,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,29,600
"direct",0.75,0.631854632027266,0.043974282333997,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,30,600
